RMS,Skewness,Kurtosis,Mean,Max,Label,Signal Name
0.029105113966758623,-0.1266490398491909,0.3194866936411862,-0.0037113380859375,0.140252,0,file0.xlsx_vert
0.029061590357520362,-0.14706424051433498,0.27474353200511814,-0.0037109726171875,0.097269,0,file1.xlsx_vert
0.02921066006116041,-0.12369059826160815,0.291458404260573,-0.0037821309375000002,0.105758,0,file10.xlsx_vert
0.029038323638528072,-0.15142672958919964,0.28383457277103386,-0.0036973191796875002,0.111735,0,file100.xlsx_vert
0.028509529095225063,-0.1310245570517582,0.23063693414261666,-0.0037043971875000002,0.091427,0,file101.xlsx_vert
0.02861589325844351,-0.13967364206070507,0.2559170055416322,-0.0036588728515625,0.091067,0,file102.xlsx_vert
0.028987548016021842,-0.12164767278698016,0.28565908911673743,-0.0036814635937499995,0.104081,0,file103.xlsx_vert
0.02929563214410661,-0.11534375223906217,0.24198419086219358,-0.0037315196875,0.094202,0,file104.xlsx_vert
0.02861898983532258,-0.13385016277821216,0.2400750040191899,-0.003720951171875,0.101063,0,file105.xlsx_vert
0.028472119432026863,-0.14790725430667595,0.270692463153241,-0.0036689758984375,0.098397,0,file106.xlsx_vert
0.02874821393318146,-0.1423401195427406,0.2532243322289478,-0.0036643067968750004,0.09808,0,file107.xlsx_vert
0.02920872322541448,-0.12289125789616898,0.2643837727134084,-0.0036661650390625,0.096092,0,file108.xlsx_vert
0.028693237114734593,-0.11627148735757527,0.17612023793730813,-0.0036918842578125,0.092342,0,file109.xlsx_vert
0.029070928824477083,-0.12021312898932329,0.20287619169699367,-0.0037927275,0.087902,0,file11.xlsx_vert
0.028449188050010895,-0.13648154424191727,0.28083233373274874,-0.0036706576953125,0.099928,0,file110.xlsx_vert
0.02916545212156119,-0.14744233634440038,0.2438156257318358,-0.0037115752343750003,0.106935,0,file111.xlsx_vert
0.02945981684927475,-0.12846934071148183,0.27417340648516486,-0.003671287734375,0.10016,0,file112.xlsx_vert
0.028780801018119865,-0.13815614007419777,0.25265885797466403,-0.00365897890625,0.093384,0,file113.xlsx_vert
0.029192370385928215,-0.1262441367009167,0.2855414068752862,-0.0036869003124999997,0.100758,0,file114.xlsx_vert
0.028832094478481004,-0.13037898769434283,0.21714671441021638,-0.0036559591796875,0.088884,0,file115.xlsx_vert
0.02847452262084956,-0.14758201073306537,0.27690216972021053,-0.0036664350390625,0.093994,0,file116.xlsx_vert
0.02862907791937615,-0.14656150936573265,0.25863978098220874,-0.0037124968359375,0.094909,0,file117.xlsx_vert
0.02904899189409376,-0.13124072428733913,0.27450497668301166,-0.00370299046875,0.097855,0,file118.xlsx_vert
0.028892550689423365,-0.12373280976739148,0.20596253721729596,-0.0036779187109375,0.094488,0,file119.xlsx_vert
0.02926699152680571,-0.1448162141897948,0.2689637913206715,-0.0036958626171875,0.096446,0,file12.xlsx_vert
0.02852068687157526,-0.1275220503781019,0.28614793758893686,-0.0037273458984375,0.095775,0,file120.xlsx_vert
0.028678457162430875,-0.14399795941308252,0.2896596560005502,-0.0037124983203125,0.095763,0,file121.xlsx_vert
0.029145039725545628,-0.1203577070376578,0.25507611484173065,-0.0036389996484375,0.095501,0,file122.xlsx_vert
0.029259559406814354,-0.11755453724639203,0.1435851514391837,-0.0036683604296875,0.103331,0,file123.xlsx_vert
0.029143898250235473,-0.12255013733923821,0.26930992301513923,-0.003682427578125,0.094165,0,file124.xlsx_vert
0.02856168513018208,-0.13852878464970192,0.2624825261308823,-0.0036708326953125005,0.08986,0,file125.xlsx_vert
0.02850414535242596,-0.14224851586403442,0.2529209778850938,-0.0036823318359375003,0.091,0,file126.xlsx_vert
0.02880606744676303,-0.14307977019624998,0.26082242911799813,-0.0037414544921875004,0.093342,0,file127.xlsx_vert
0.02912561580040117,-0.12155027217969956,0.23530301326031333,-0.0036570592187499997,0.096519,0,file128.xlsx_vert
0.02860576704228537,-0.1299479953294829,0.2563877596478443,-0.003682036875,0.100477,0,file129.xlsx_vert
0.028614377762262198,-0.1395307276632217,0.25269843242182555,-0.0037814364453125,0.097269,0,file13.xlsx_vert
0.028441665373579242,-0.1341795886137373,0.2469340325140883,-0.0037174717968750004,0.08842,0,file130.xlsx_vert
0.028860531306234886,-0.13761288539476565,0.28851854416233635,-0.0036674394921874997,0.097519,0,file131.xlsx_vert
0.02928291493786642,-0.11834682353479552,0.2534048693737363,-0.0036934360546875006,0.100343,0,file132.xlsx_vert
0.028898407603759207,-0.13004131416716408,0.23517269778129402,-0.0036925517578125,0.09697,0,file133.xlsx_vert
0.028748500159841903,-0.12799091728389717,0.19823848444142733,-0.0037182701953125,0.097611,0,file134.xlsx_vert
0.028450651732123435,-0.14073107126935006,0.2879945413856002,-0.0037121346875,0.095013,0,file135.xlsx_vert
0.028737126963483173,-0.14564269950019543,0.26185192974400007,-0.0037035157421875004,0.08964,0,file136.xlsx_vert
0.029069199881040196,-0.12850422082684274,0.27307544139793594,-0.0037190163671875,0.100666,0,file137.xlsx_vert
0.028920131647638098,-0.11276510423143643,0.19562874022072885,-0.003699268671875,0.095299,0,file138.xlsx_vert
0.028464144714703276,-0.1223437419850285,0.25975814452425094,-0.0036621062890625,0.097861,0,file139.xlsx_vert
0.028572451600043635,-0.14469599807546538,0.2405265191460879,-0.0037590157421875,0.094574,0,file14.xlsx_vert
0.0286771425725549,-0.13702206002735715,0.22590242581890685,-0.0037203142187500005,0.092037,0,file140.xlsx_vert
0.02916162049470079,-0.11715816535383802,0.29714335113871293,-0.0036880991406249997,0.108472,0,file141.xlsx_vert
0.029132757169690018,-0.11508852074861667,0.2181484842102992,-0.003662546875,0.09766,0,file142.xlsx_vert
